source_row,vehicle_group,source_full_item_name,source_item_name,system_category,source_item_group,source_unit,normalized_uom,item_code,item_name,catalog_type,stock_item,source_qty,source_exclusive,source_vat,source_inclusive,vat_arithmetic_delta,price_status,status,review_reason,dedup_key,source_section
117,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Gasket-nozzle (Injector Nozzle seal),Gasket-nozzle (Injector Nozzle seal),Fuel Supply System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-GASKET-NOZZLE-INJECTOR-NOZZLE-SEAL,Nissan Navara – YD25 engine - Gasket-nozzle (Injector Nozzle seal),stock,1,4,59625.47,10732.58,70358.05,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,GASKET NOZZLE INJECTOR NOZZLE SEAL,Fuel Supply System
118,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine TUBE ASSY-FUEL (Fuel return pipe),TUBE ASSY-FUEL (Fuel return pipe),Fuel Supply System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-TUBE-ASSY-FUEL-FUEL-RETURN-PIPE,Nissan Navara – YD25 engine - TUBE ASSY-FUEL (Fuel return pipe),stock,1,1,4400127.05,792022.87,5192149.92,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,TUBE ASSY FUEL FUEL RETURN PIPE,Fuel Supply System
119,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine TUBE ASSY-INJEC (Fuel rail),TUBE ASSY-INJEC (Fuel rail),Fuel Supply System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-TUBE-ASSY-INJEC-FUEL-RAIL,Nissan Navara – YD25 engine - TUBE ASSY-INJEC (Fuel rail),stock,1,1,349824.85,62968.47,412793.32,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,TUBE ASSY INJEC FUEL RAIL,Fuel Supply System
120,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine TUBE-INJECTION (Fuel rail pipe1),TUBE-INJECTION (Fuel rail pipe1),Fuel Supply System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-TUBE-INJECTION-FUEL-RAIL-PIPE1,Nissan Navara – YD25 engine - TUBE-INJECTION (Fuel rail pipe1),stock,1,1,225638.69,40614.96,266253.65,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,TUBE INJECTION FUEL RAIL PIPE1,Fuel Supply System
121,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine TUBE ASSY-INJEC  (Fuel rail pipe2),TUBE ASSY-INJEC  (Fuel rail pipe2),Fuel Supply System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-TUBE-ASSY-INJEC-FUEL-RAIL-PIPE2,Nissan Navara – YD25 engine - TUBE ASSY-INJEC  (Fuel rail pipe2),stock,1,1,346400.42,62352.08,408752.50,-0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,TUBE ASSY INJEC FUEL RAIL PIPE2,Fuel Supply System
122,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine TUBE ASSY-INJEC  (Fuel rail pipe3),TUBE ASSY-INJEC  (Fuel rail pipe3),Fuel Supply System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-TUBE-ASSY-INJEC-FUEL-RAIL-PIPE3,Nissan Navara – YD25 engine - TUBE ASSY-INJEC  (Fuel rail pipe3),stock,1,1,228789.74,41182.15,269971.89,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,TUBE ASSY INJEC FUEL RAIL PIPE3,Fuel Supply System
123,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine TUBE ASSY-INJEC  (Fuel rail pipe4),TUBE ASSY-INJEC  (Fuel rail pipe4),Fuel Supply System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-TUBE-ASSY-INJEC-FUEL-RAIL-PIPE4,Nissan Navara – YD25 engine - TUBE ASSY-INJEC  (Fuel rail pipe4),stock,1,1,468183.73,84273.07,552456.80,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,TUBE ASSY INJEC FUEL RAIL PIPE4,Fuel Supply System
124,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine O RING (Tank belt clamp),O RING (Tank belt clamp),Fuel Supply System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-O-RING-TANK-BELT-CLAMP,Nissan Navara – YD25 engine - O RING (Tank belt clamp),stock,1,1,28129.30,5063.27,33192.57,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,O RING TANK BELT CLAMP,Fuel Supply System
125,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Cap-filler-scre (Fuel tank cap - rubber),Cap-filler-scre (Fuel tank cap - rubber),Fuel Supply System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-CAP-FILLER-SCRE-FUEL-TANK-CAP-RUBBER,Nissan Navara – YD25 engine - Cap-filler-scre (Fuel tank cap - rubber),stock,1,1,163178.70,29372.17,192550.87,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,CAP FILLER SCRE FUEL TANK CAP RUBBER,Fuel Supply System
126,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Manifold Assy-I (Intake manifold ass),Manifold Assy-I (Intake manifold ass),Fuel Supply System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-MANIFOLD-ASSY-I-INTAKE-MANIFOLD-ASS,Nissan Navara – YD25 engine - Manifold Assy-I (Intake manifold ass),stock,1,1,2647981.21,476636.62,3124617.83,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,MANIFOLD ASSY I INTAKE MANIFOLD ASS,Fuel Supply System
127,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Suction control valve,Suction control valve,Fuel Supply System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-SUCTION-CONTROL-VALVE,Nissan Navara – YD25 engine - Suction control valve,stock,1,1,1180000.00,212400.00,1392400.00,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,SUCTION CONTROL VALVE,Fuel Supply System
128,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Fuel filter sensor,Fuel filter sensor,Fuel Supply System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-FUEL-FILTER-SENSOR,Nissan Navara – YD25 engine - Fuel filter sensor,stock,1,1,468851.29,84393.23,553244.52,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,FUEL FILTER SENSOR,Fuel Supply System
129,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Gasket-manifold,Gasket-manifold,Fuel Supply System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-GASKET-MANIFOLD,Nissan Navara – YD25 engine - Gasket-manifold,stock,1,1,217350.97,39123.17,256474.14,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,GASKET MANIFOLD,Fuel Supply System
130,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Injector nozzle service,Injector nozzle service,Fuel Supply System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-INJECTOR-NOZZLE-SERVICE,Nissan Navara – YD25 engine - Injector nozzle service,stock,1,4,957358.50,172324.53,1129683.03,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,INJECTOR NOZZLE SERVICE,Fuel Supply System
133,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Link Compl-fr S (Ball joint - upper LH),Link Compl-fr S (Ball joint - upper LH),Suspension & Steering System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-LINK-COMPL-FR-S-BALL-JOINT-UPPER-LH,Nissan Navara – YD25 engine - Link Compl-fr S (Ball joint - upper LH),stock,1,1,858555.06,154539.91,1013094.97,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,LINK COMPL FR S BALL JOINT UPPER LH,Suspension & Steering System
134,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine LINK COMPL RH (Ball joint - upper RH),LINK COMPL RH (Ball joint - upper RH),Suspension & Steering System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-LINK-COMPL-RH-BALL-JOINT-UPPER-RH,Nissan Navara – YD25 engine - LINK COMPL RH (Ball joint - upper RH),stock,1,1,858555.06,154539.91,1013094.97,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,LINK COMPL RH BALL JOINT UPPER RH,Suspension & Steering System
135,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Link Compl-fr S (Ball joint - lower RH),Link Compl-fr S (Ball joint - lower RH),Suspension & Steering System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-LINK-COMPL-FR-S-BALL-JOINT-LOWER-RH,Nissan Navara – YD25 engine - Link Compl-fr S (Ball joint - lower RH),stock,1,1,868986.64,156417.60,1025404.24,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,LINK COMPL FR S BALL JOINT LOWER RH,Suspension & Steering System
136,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Link Compl-fr S (Ball joint - lower LH),Link Compl-fr S (Ball joint - lower LH),Suspension & Steering System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-LINK-COMPL-FR-S-BALL-JOINT-LOWER-LH,Nissan Navara – YD25 engine - Link Compl-fr S (Ball joint - lower LH),stock,1,1,868986.64,156417.60,1025404.24,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,LINK COMPL FR S BALL JOINT LOWER LH,Suspension & Steering System
137,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Rod Kit-relay * (Track rod),Rod Kit-relay * (Track rod),Suspension & Steering System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-ROD-KIT-RELAY-TRACK-ROD,Nissan Navara – YD25 engine - Rod Kit-relay * (Track rod),stock,1,1,1461428.48,263057.13,1724485.61,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,ROD KIT RELAY TRACK ROD,Suspension & Steering System
138,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Rod Kit - Tie; (Tie rod ends),Rod Kit - Tie; (Tie rod ends),Suspension & Steering System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-ROD-KIT-TIE-TIE-ROD-ENDS,Nissan Navara – YD25 engine - Rod Kit - Tie; (Tie rod ends),stock,1,2,1532967.54,275934.16,1808901.70,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,ROD KIT TIE TIE ROD ENDS,Suspension & Steering System
139,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine ABSORBER-SHOCK (Front shock absorbers),ABSORBER-SHOCK (Front shock absorbers),Suspension & Steering System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-ABSORBER-SHOCK-FRONT-SHOCK-ABSORBERS,Nissan Navara – YD25 engine - ABSORBER-SHOCK (Front shock absorbers),stock,1,2,622949.44,112130.90,735080.34,-0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,ABSORBER SHOCK FRONT SHOCK ABSORBERS,Suspension & Steering System
140,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Bush *telex* (Shock absorber bushes),Bush *telex* (Shock absorber bushes),Suspension & Steering System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-BUSH-TELEX-SHOCK-ABSORBER-BUSHES,Nissan Navara – YD25 engine - Bush *telex* (Shock absorber bushes),stock,1,2,55625.51,10012.59,65638.10,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,BUSH TELEX SHOCK ABSORBER BUSHES,Suspension & Steering System
141,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Shock RR 2WD KA (rear shock absorbers),Shock RR 2WD KA (rear shock absorbers),Suspension & Steering System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-SHOCK-RR-2WD-KA-REAR-SHOCK-ABSORBERS,Nissan Navara – YD25 engine - Shock RR 2WD KA (rear shock absorbers),stock,1,2,589233.22,106061.98,695295.20,-0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,SHOCK RR 2WD KA REAR SHOCK ABSORBERS,Suspension & Steering System
142,Nissan Navara – YD25 engine,"Nissan Navara – YD25 engine BUSH STAB (Stabiliser bar bushes, big)","BUSH STAB (Stabiliser bar bushes, big)",Suspension & Steering System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-BUSH-STAB-STABILISER-BAR-BUSHES-BIG,"Nissan Navara – YD25 engine - BUSH STAB (Stabiliser bar bushes, big)",stock,1,2,117349.62,21122.93,138472.55,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,BUSH STAB STABILISER BAR BUSHES BIG,Suspension & Steering System
143,Nissan Navara – YD25 engine,"Nissan Navara – YD25 engine Stabiliser bar bushes, small","Stabiliser bar bushes, small",Suspension & Steering System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-STABILISER-BAR-BUSHES-SMALL,"Nissan Navara – YD25 engine - Stabiliser bar bushes, small",stock,1,8,212266.33,38207.94,250474.27,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,STABILISER BAR BUSHES SMALL,Suspension & Steering System
144,Nissan Navara – YD25 engine,"Nissan Navara – YD25 engine BUSH RR SPR RR (Spring bushes, small)","BUSH RR SPR RR (Spring bushes, small)",Suspension & Steering System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-BUSH-RR-SPR-RR-SPRING-BUSHES-SMALL,"Nissan Navara – YD25 engine - BUSH RR SPR RR (Spring bushes, small)",stock,1,8,78411.30,14114.03,92525.33,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,BUSH RR SPR RR SPRING BUSHES SMALL,Suspension & Steering System
145,Nissan Navara – YD25 engine,"Nissan Navara – YD25 engine Bush-spring (Spring bushes, big)","Bush-spring (Spring bushes, big)",Suspension & Steering System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-BUSH-SPRING-SPRING-BUSHES-BIG,"Nissan Navara – YD25 engine - Bush-spring (Spring bushes, big)",stock,1,4,47899.61,8621.93,56521.54,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,BUSH SPRING SPRING BUSHES BIG,Suspension & Steering System
146,Nissan Navara – YD25 engine,"Nissan Navara – YD25 engine SPRING ASSY RR (Leaf spring, complete)","SPRING ASSY RR (Leaf spring, complete)",Suspension & Steering System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-SPRING-ASSY-RR-LEAF-SPRING-COMPLETE,"Nissan Navara – YD25 engine - SPRING ASSY RR (Leaf spring, complete)",stock,1,2,5106755.12,919215.92,6025971.04,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,SPRING ASSY RR LEAF SPRING COMPLETE,Suspension & Steering System
147,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Clip RR Spring (leaf spring clamps),Clip RR Spring (leaf spring clamps),Suspension & Steering System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-CLIP-RR-SPRING-LEAF-SPRING-CLAMPS,Nissan Navara – YD25 engine - Clip RR Spring (leaf spring clamps),stock,1,4,165984.43,29877.20,195861.63,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,CLIP RR SPRING LEAF SPRING CLAMPS,Suspension & Steering System
148,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine SEAT ASSY-RR SP U - bolts mounting plates - set,SEAT ASSY-RR SP U - bolts mounting plates - set,Suspension & Steering System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-SEAT-ASSY-RR-SP-U-BOLTS-MOUNTING-PLATES-SET,Nissan Navara – YD25 engine - SEAT ASSY-RR SP U - bolts mounting plates - set,stock,1,2,343853.68,61893.66,405747.34,-0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,SEAT ASSY RR SP U BOLTS MOUNTING PLATES SET,Suspension & Steering System
149,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine PAD ASSY-RR SPR (Leaf spring seat),PAD ASSY-RR SPR (Leaf spring seat),Suspension & Steering System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-PAD-ASSY-RR-SPR-LEAF-SPRING-SEAT,Nissan Navara – YD25 engine - PAD ASSY-RR SPR (Leaf spring seat),stock,1,2,154502.50,27810.45,182312.95,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,PAD ASSY RR SPR LEAF SPRING SEAT,Suspension & Steering System
150,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine ARM ASSY FR SPR (Anchor arm),ARM ASSY FR SPR (Anchor arm),Suspension & Steering System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-ARM-ASSY-FR-SPR-ANCHOR-ARM,Nissan Navara – YD25 engine - ARM ASSY FR SPR (Anchor arm),stock,1,1,194084.95,34935.29,229020.24,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,ARM ASSY FR SPR ANCHOR ARM,Suspension & Steering System
151,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine ARM ASSY ANCHOR (Anchor arm),ARM ASSY ANCHOR (Anchor arm),Suspension & Steering System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-ARM-ASSY-ANCHOR-ANCHOR-ARM,Nissan Navara – YD25 engine - ARM ASSY ANCHOR (Anchor arm),stock,1,1,200617.29,36111.11,236728.40,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,ARM ASSY ANCHOR ANCHOR ARM,Suspension & Steering System
152,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine PULLEY-PUMP (Power steering pump pulley),PULLEY-PUMP (Power steering pump pulley),Suspension & Steering System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-PULLEY-PUMP-POWER-STEERING-PUMP-PULLEY,Nissan Navara – YD25 engine - PULLEY-PUMP (Power steering pump pulley),stock,1,1,577794.46,104003.00,681797.46,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,PULLEY PUMP POWER STEERING PUMP PULLEY,Suspension & Steering System
153,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Power Pump assy (Steering pump),Power Pump assy (Steering pump),Suspension & Steering System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-POWER-PUMP-ASSY-STEERING-PUMP,Nissan Navara – YD25 engine - Power Pump assy (Steering pump),stock,1,1,2847303.54,512514.64,3359818.18,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,POWER PUMP ASSY STEERING PUMP,Suspension & Steering System
154,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine ArmKit-Pitman+- (Pitman arm),ArmKit-Pitman+- (Pitman arm),Suspension & Steering System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-ARMKIT-PITMAN-PITMAN-ARM,Nissan Navara – YD25 engine - ArmKit-Pitman+- (Pitman arm),stock,1,1,499636.74,89934.61,589571.35,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,ARMKIT PITMAN PITMAN ARM,Suspension & Steering System
155,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Idler Kit **tel (Idler arm),Idler Kit **tel (Idler arm),Suspension & Steering System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-IDLER-KIT-TEL-IDLER-ARM,Nissan Navara – YD25 engine - Idler Kit **tel (Idler arm),stock,1,1,699074.17,125833.35,824907.52,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,IDLER KIT TEL IDLER ARM,Suspension & Steering System
156,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine COLUMN ASSY-STE (steering column),COLUMN ASSY-STE (steering column),Suspension & Steering System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-COLUMN-ASSY-STE-STEERING-COLUMN,Nissan Navara – YD25 engine - COLUMN ASSY-STE (steering column),stock,1,1,2882468.75,518844.38,3401313.13,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,COLUMN ASSY STE STEERING COLUMN,Suspension & Steering System
157,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine WHEEL ASSY-STEE (Steering wheel),WHEEL ASSY-STEE (Steering wheel),Suspension & Steering System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-WHEEL-ASSY-STEE-STEERING-WHEEL,Nissan Navara – YD25 engine - WHEEL ASSY-STEE (Steering wheel),stock,1,1,4945864.18,890255.55,5836119.73,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,WHEEL ASSY STEE STEERING WHEEL,Suspension & Steering System
158,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Transfer case seal,Transfer case seal,Suspension & Steering System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-TRANSFER-CASE-SEAL,Nissan Navara – YD25 engine - Transfer case seal,stock,1,1,168825.36,30388.56,199213.92,-0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,TRANSFER CASE SEAL,Suspension & Steering System
161,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine BRNG. Kit Centr (Center bearing),BRNG. Kit Centr (Center bearing),Transmission System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-BRNG-KIT-CENTR-CENTER-BEARING,Nissan Navara – YD25 engine - BRNG. Kit Centr (Center bearing),stock,1,1,488716.62,87968.99,576685.61,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,BRNG KIT CENTR CENTER BEARING,Transmission System
162,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Clutch Disc (Clutch plate),Clutch Disc (Clutch plate),Transmission System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-CLUTCH-DISC-CLUTCH-PLATE,Nissan Navara – YD25 engine - Clutch Disc (Clutch plate),stock,1,1,1279803.87,230364.70,1510168.57,-0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,CLUTCH DISC CLUTCH PLATE,Transmission System
163,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Cover-Clutch (Pressure plate),Cover-Clutch (Pressure plate),Transmission System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-COVER-CLUTCH-PRESSURE-PLATE,Nissan Navara – YD25 engine - Cover-Clutch (Pressure plate),stock,1,1,1370565.03,246701.71,1617266.74,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,COVER CLUTCH PRESSURE PLATE,Transmission System
164,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Bearing Clutch (Release bearing),Bearing Clutch (Release bearing),Transmission System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-BEARING-CLUTCH-RELEASE-BEARING,Nissan Navara – YD25 engine - Bearing Clutch (Release bearing),stock,1,1,442923.30,79726.19,522649.49,-0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,BEARING CLUTCH RELEASE BEARING,Transmission System
165,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Spring-return (Return spring),Spring-return (Return spring),Transmission System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-SPRING-RETURN-RETURN-SPRING,Nissan Navara – YD25 engine - Spring-return (Return spring),stock,1,1,8848.86,1592.79,10441.65,-0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,SPRING RETURN RETURN SPRING,Transmission System
166,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Pedal Assy Clut (Clutch pedal assembly),Pedal Assy Clut (Clutch pedal assembly),Transmission System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-PEDAL-ASSY-CLUT-CLUTCH-PEDAL-ASSEMBLY,Nissan Navara – YD25 engine - Pedal Assy Clut (Clutch pedal assembly),stock,1,1,912468.35,164244.30,1076712.65,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,PEDAL ASSY CLUT CLUTCH PEDAL ASSEMBLY,Transmission System
167,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine TRANSMISSION (Gearbox assembly),TRANSMISSION (Gearbox assembly),Transmission System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-TRANSMISSION-GEARBOX-ASSEMBLY,Nissan Navara – YD25 engine - TRANSMISSION (Gearbox assembly),stock,1,1,20298791.20,3653782.42,23952573.62,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,TRANSMISSION GEARBOX ASSEMBLY,Transmission System
168,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine RR EXC BRAKES A (,RR EXC BRAKES A (,Transmission System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-RR-EXC-BRAKES-A,Nissan Navara – YD25 engine - RR EXC BRAKES A (,stock,1,1,42524662.23,7654439.20,50179101.43,-0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,RR EXC BRAKES A,Transmission System
169,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine SFT-RR AXLE RH (Differential shaft RH),SFT-RR AXLE RH (Differential shaft RH),Transmission System,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-SFT-RR-AXLE-RH-DIFFERENTIAL-SHAFT-RH,Nissan Navara – YD25 engine - SFT-RR AXLE RH (Differential shaft RH),stock,1,1,2784253.62,501165.65,3285419.27,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,SFT RR AXLE RH DIFFERENTIAL SHAFT RH,Transmission System
